ID,Type,SKU,Name,Published,Description,Date sale price starts,Date sale price ends,Tax status,Regular price,Images,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),Attribute 3 name,Attribute 3 value(s)
657,simple,adobe-dreamweaver,Adobe Dreamweaver Training,1,"Adobe Dreamweaver is a powerful web development tool that has been around for many years and is still widely used today. It is a software application that allows users to create and edit websites using a variety of programming languages, including HTML, CSS, JavaScript, and more. Dreamweaver is ideal for both beginners and experienced web developers, as it offers a range of features and tools that can help users create professional-looking websites quickly and easily.
\n
\nOne of the key features of Dreamweaver is its visual editor, which allows users to design websites visually without having to write code. This is particularly useful for beginners who may not have a lot of experience with programming languages. However, Dreamweaver also offers a code editor for more advanced users who prefer to write code manually. The code editor provides syntax highlighting, auto-completion, and other features that make it easier to write clean, error-free code. Overall, Adobe Dreamweaver is a versatile and powerful tool that can help users create beautiful, responsive websites in a variety of programming languages.",,,taxable,0,https://wp.ituonline.com/wp-content/uploads/2023/04/adobe-dreamweaver.jpg,Duration,1 Hour 44 Minutes,Videos,12 Course Videos,Question,20 Test Questions
658,simple,ct-aplus-1001-1002,CompTIA A+ 220-1001 Core 1 and 220-1002 Core 2,1,"The CompTIA A+ 220-1001 Core 1 and 220-1002 Core 2 certification exams are part of the CompTIA A+ certification, a widely recognized credential for entry-level IT professionals. These exams validate foundational knowledge and skills in areas such as hardware, networking, operating systems, security, and troubleshooting.
\n
\nThe 220-1001 Core 1 exam covers essential hardware and networking concepts. Participants will learn about computer components, including CPUs, motherboards, and storage devices. They will also explore networking fundamentals, such as IP addressing, network protocols, and wireless technologies. Additionally, the exam covers topics like mobile devices, virtualization, and cloud computing.
\n
\nThe 220-1002 Core 2 exam focuses on operating systems, software troubleshooting, and security. Participants will gain knowledge of different operating systems, including Windows, macOS, Linux, and mobile operating systems. They will learn how to install, configure, and manage operating systems, as well as troubleshoot common software issues. The exam also covers security best practices, such as implementing access controls, securing mobile devices, and addressing common security threats.
\n
\nPreparing for the CompTIA A+ 220-1001 Core 1 and 220-1002 Core 2 exams involves comprehensive training and hands-on practice. Candidates can enroll in training courses that cover the exam objectives and provide hands-on lab exercises to reinforce learning. Additionally, practice exams and study resources are available to help candidates familiarize themselves with the exam format and assess their readiness.
\n
\nEarning the CompTIA A+ certification demonstrates proficiency in essential IT skills and knowledge, making it a valuable asset for individuals pursuing careers in IT support, helpdesk, or field technician roles. The certification is recognized by employers globally, and successfully passing the 220-1001 Core 1 and 220-1002 Core 2 exams is an important step towards establishing a solid foundation in IT and advancing in the industry.",,,taxable,0,https://wp.ituonline.com/wp-content/uploads/2023/04/220-1001.jpg,Duration,37 Hours 20 Minutes,Videos,121 Course Videos,Question,331 Test Questions
659,simple,chfi-365,CHFI Course - Computer Hacking Forensics Investigator (ECC 312-49),1,"The Computer Hacking Forensics Investigator (CHFI) course, also known as ECC 312-49, is a comprehensive training program designed to equip individuals with the knowledge and skills required to investigate and prevent computer-related crimes. This course focuses on digital forensics techniques and tools used to identify, collect, preserve, and analyze digital evidence in a legally admissible manner.
\n
\nThe CHFI course covers a wide range of topics related to computer hacking and forensic investigation. Participants will learn about various types of cybercrimes, including hacking, fraud, data breaches, and malware attacks. They will gain an understanding of the legal and ethical considerations involved in conducting forensic investigations.
\n
\nThroughout the course, participants will explore different forensic investigation techniques and tools. They will learn how to use specialized software and hardware to extract and analyze digital evidence from various sources, such as computers, mobile devices, networks, and cloud environments. The course also covers topics like data recovery, steganography, cryptography, and incident response.
\n
\nTo enhance the learning experience, the CHFI course includes practical hands-on exercises and real-world scenarios. Participants will have the opportunity to work with forensic tools and perform forensic investigations on simulated case studies. These activities allow participants to apply their knowledge and develop practical skills in digital forensics.
\n
\nBy completing the CHFI course and passing the ECC 312-49 exam, individuals demonstrate their competence in computer hacking forensics investigation. This certification is highly valued in the field of cybersecurity and digital forensics. It opens up opportunities for career growth in roles such as digital forensic investigators, incident response analysts, cybersecurity consultants, and law enforcement professionals involved in cybercrime investigation.",,,taxable,0,https://wp.ituonline.com/wp-content/uploads/2023/05/chfi.jpg,Duration,18 Hours 43 Minutes,Videos,133 Course Videos,Question,62 Test Questions
660,simple,win10-70-697-365,Microsoft 70-697: Configuring Windows Devices (Windows 10),1,"The Microsoft 70-697 exam, Configuring Windows Devices (Windows 10), is a certification exam that validates the skills and knowledge required to configure, manage, and maintain Windows 10 devices in an enterprise environment. This exam covers a wide range of topics related to Windows 10 configuration, deployment, and management.
\n
\nThe course content focuses on essential skills needed to configure Windows 10 devices effectively. Participants learn how to install and upgrade Windows 10, configure device settings, manage data access and protection, and implement network connectivity. They also gain an understanding of Windows 10 security features, including authentication, encryption, and threat mitigation.
\n
\nThe Microsoft 70-697 exam preparation course provides comprehensive training materials, including hands-on exercises, practice tests, and study resources. Participants will have the opportunity to gain practical experience by working with Windows 10 in simulated environments, allowing them to apply their knowledge and skills in real-world scenarios.
\n
\nBy successfully completing the Microsoft 70-697 exam, individuals demonstrate their proficiency in configuring Windows 10 devices. This certification is highly regarded in the industry and can open up new career opportunities in IT administration and support roles. Whether aspiring to become a Windows system administrator or looking to enhance existing skills, this course equips individuals with the necessary expertise to excel in Windows 10 device configuration and management.",,,taxable,0,https://wp.ituonline.com/wp-content/uploads/2023/05/70-697.jpg,Duration,15 Hours 30 Minutes,Videos,135 Course Videos,Question,210 Test Questions
661,simple,casp-003,CompTIA Advanced Security Practitioner (CASP) CAS-003,1,"The CompTIA Advanced Security Practitioner (CASP) CAS-003 certification is a globally recognized credential designed for experienced IT professionals who specialize in advanced cybersecurity practices. The CASP certification validates the skills and knowledge required to conceptualize, design, and implement secure solutions across complex enterprise environments.
\n
\nThe CASP CAS-003 exam covers a wide range of topics, including risk management, enterprise security architecture, research and collaboration, integration of enterprise security, and security operations and incident response. Participants will learn advanced concepts and techniques related to network security, host security, application security, cryptography, and identity management.
\n
\nThe CASP CAS-003 certification preparation course provides in-depth training on the exam objectives, including practical hands-on exercises and real-world scenarios. Participants will gain practical experience in assessing security risks, designing secure solutions, and implementing effective security controls. They will also learn how to analyze security data, respond to incidents, and ensure the ongoing security of enterprise environments.
\n
\nBy successfully completing the CASP CAS-003 exam and obtaining the certification, individuals demonstrate their expertise in advanced cybersecurity practices. The CASP certification is widely recognized and respected in the industry and can open up new career opportunities in roles such as cybersecurity analyst, security engineer, security architect, or security consultant. It showcases a deep understanding of cybersecurity principles and best practices, making certified professionals valuable assets to organizations seeking robust security solutions.",,,taxable,0,https://wp.ituonline.com/wp-content/uploads/2023/04/casp-leg.jpg,Duration,19 Hours,Videos,136 Course Videos,Question,57 Test Questions
662,simple,ms-70-680-365,Microsoft 70-680 TS: Configuring Windows 7,1,"The Microsoft 70-680 TS: Configuring Windows 7 exam is a certification exam that validates the skills and knowledge required to configure, deploy, and manage Windows 7 in a business environment. This exam covers a wide range of topics related to Windows 7 configuration, including installation, network connectivity, security, and troubleshooting.
\n
\nThe course content focuses on essential skills needed to configure and manage Windows 7 effectively. Participants learn how to install and upgrade Windows 7, configure hardware and software, implement network connectivity, and manage system security. They also gain an understanding of Windows 7 maintenance tasks, including backup and recovery, user account management, and troubleshooting common issues.
\n
\nThe Microsoft 70-680 exam preparation course provides comprehensive training materials, including hands-on exercises, practice tests, and study resources. Participants will have the opportunity to gain practical experience by working with Windows 7 in simulated environments, allowing them to apply their knowledge and skills in real-world scenarios.
\n
\nBy successfully completing the Microsoft 70-680 exam, individuals demonstrate their proficiency in configuring and managing Windows 7. This certification is highly regarded in the industry and can open up new career opportunities in IT administration and support roles. Whether aspiring to become a Windows system administrator or looking to enhance existing skills, this course equips individuals with the necessary expertise to excel in Windows 7 configuration and management.",,,taxable,0,https://wp.ituonline.com/wp-content/uploads/2023/05/70-680.jpg,Duration,10 Hours 56 Minutes,Videos,146 Course Videos,Question,60 Test Questions
663,simple,agile-xp,XP Agile Training Course - Master Extreme Programming,1,"The XP Agile Training Course, also known as Master Extreme Programming (XP), is a comprehensive program designed to equip participants with the knowledge and skills necessary to implement and excel in Extreme Programming practices. Extreme Programming is an agile software development methodology that emphasizes collaboration, flexibility, and iterative development.
\n
\nThe course covers the principles and core practices of Extreme Programming, including continuous integration, test-driven development, pair programming, and customer involvement. Participants will learn how to create a productive and collaborative team environment, prioritize and manage requirements effectively, and deliver high-quality software incrementally.
\n
\nThroughout the course, participants engage in interactive exercises, group discussions, and real-world case studies to apply Extreme Programming concepts in practical scenarios. They gain hands-on experience with tools and techniques used in XP, such as automated testing frameworks, version control systems, and agile project management software.
\n
\nBy the end of the XP Agile Training Course, participants will have a deep understanding of Extreme Programming principles and practices. They will be equipped to lead and participate in agile development teams using XP methodologies. This training is beneficial for software developers, project managers, and anyone involved in software development projects seeking to enhance their agility, collaboration, and software quality.
\n
\nUpon completion of the XP Agile Training Course, participants will be well-prepared to adopt and implement Extreme Programming practices within their organizations. This training enhances individuals' ability to deliver software projects with improved speed, quality, and customer satisfaction. The acquired knowledge and skills make participants valuable contributors to agile development teams and enable organizations to embrace the benefits of Extreme Programming methodologies.",,,taxable,0,https://wp.ituonline.com/wp-content/uploads/2023/05/agile-xp-1.jpg,Duration,4 Hours 04 Minutes,Videos,15 Course Videos,Question,50 Test Questions
664,simple,agile-scrum,Agile Scrum - Master the Principles,1,"Agile Scrum is a project management methodology that is widely used in software development. It is an iterative and incremental approach to project management that emphasizes flexibility and collaboration between team members. The methodology is based on the Agile Manifesto, which values individuals and interactions over processes and tools, working software over comprehensive documentation, customer collaboration over contract negotiation, and responding to change over following a plan.
\n
\nIn Agile Scrum, the project is broken down into small, manageable pieces called sprints. Each sprint typically lasts two to four weeks, during which time the team works on a specific set of tasks. The team meets daily for a short stand-up meeting to discuss progress and any obstacles they are facing. At the end of each sprint, the team delivers a working product increment that can be reviewed and tested.
\n
\nThe Scrum framework consists of several roles, including the Product Owner, Scrum Master, and Development Team. The Product Owner is responsible for defining the product backlog, which is a prioritized list of features and requirements for the project. The Scrum Master is responsible for facilitating the Scrum process and removing any obstacles that may be hindering the team's progress. The Development Team is responsible for delivering the working product increment at the end of each sprint.",,,taxable,0,https://wp.ituonline.com/wp-content/uploads/2023/05/agile-scrum.jpg,Duration,3 Hours 42 Minutes,Videos,15 Course Videos,Question,50 Test Questions
665,simple,cisco-200-301,Cisco CCNA 200-301,1,"The Cisco Certified Network Associate (CCNA) 200-301 certification is a globally recognized credential that validates the knowledge and skills required to configure, operate, and troubleshoot small to medium-sized networks. The CCNA 200-301 exam covers a wide range of networking topics, including network fundamentals, network access, IP connectivity, IP services, security fundamentals, automation, and programmability.
\n
\nThe CCNA 200-301 certification prepares individuals to work with various networking technologies and protocols, such as Ethernet, IPv4, IPv6, VLANs, routing protocols, network security, and network automation. Participants gain a solid understanding of networking concepts, network design principles, and best practices for network implementation and management.
\n
\nThe CCNA 200-301 exam preparation course provides comprehensive training materials, including hands-on lab exercises, practice tests, and study resources. Participants gain practical experience by working with Cisco networking devices in simulated environments, allowing them to apply their knowledge and skills in real-world scenarios.
\n
\nBy successfully completing the CCNA 200-301 exam and obtaining the certification, individuals demonstrate their competency in networking fundamentals and their ability to design and manage networks using Cisco technologies. The CCNA certification is highly regarded in the industry and can open up new career opportunities in network administration, network engineering, and related IT roles. It serves as a solid foundation for further Cisco certifications and enables individuals to excel in their networking careers.",,,taxable,0,https://wp.ituonline.com/wp-content/uploads/2023/04/200-301.jpg,Duration,46 Hours 35 Minutes,Videos,150 Course Videos,Question,299 Test Questions
666,simple,cloudplus2020,CompTIA Cloud+ CVO-002,1,"The CompTIA Cloud+ CVO-002 certification is a vendor-neutral credential that validates the knowledge and skills required to deploy, secure, and manage cloud-based infrastructure and services. This certification is designed for IT professionals who work with cloud technologies and want to enhance their expertise in cloud computing.
\n
\nThe Cloud+ CVO-002 exam covers a broad range of topics related to cloud computing, including cloud architecture, deployment models, virtualization, security, maintenance, and troubleshooting. Participants will learn about different cloud service models, such as Infrastructure as a Service (IaaS), Platform as a Service (PaaS), and Software as a Service (SaaS), and how to select the appropriate model for specific business needs.
\n
\nThe course content provides comprehensive training materials, including practical exercises, case studies, and hands-on labs. Participants gain practical experience in cloud infrastructure setup, configuration, and management. They also learn about cloud security best practices, data management, and disaster recovery strategies in a cloud environment.
\n
\nBy successfully completing the CompTIA Cloud+ CVO-002 exam and obtaining the certification, individuals demonstrate their proficiency in cloud computing concepts, technologies, and best practices. This certification is recognized and respected in the IT industry and can open up new career opportunities in cloud administration, cloud architecture, and cloud consulting. It showcases the ability to implement and manage cloud solutions effectively, ensuring organizations can leverage the benefits of cloud computing technologies.",,,taxable,0,https://wp.ituonline.com/wp-content/uploads/2023/04/cloud-plus.jpg,Duration,13 hours 55 minutes,Videos,151 Course Videos,Question,100 Test Questions
667,simple,adobe-premier-rush,Adobe Premiere Rush Course,1,"Adobe Premiere Rush is a user-friendly video editing software that is designed for beginners and professionals alike. If you are new to video editing, you will find that Premiere Rush is an excellent tool to start with. It is easy to use, and it comes with a range of features that allow you to create professional-looking videos in no time.
\n
\nOne of the best things about Adobe Premiere Rush is that it is available on multiple platforms, including Windows, Mac, iOS, and Android. This means that you can edit your videos on your desktop computer or your mobile device, which makes it a versatile tool for video editing.
\n
\nIn conclusion, learning Adobe Premiere Rush is an excellent investment of your time if you are interested in video editing. With its user-friendly interface and powerful features, you can create professional-looking videos with ease. So, if you are looking for a video editing software that is both easy to use and powerful, Adobe Premiere Rush is an excellent choice.",,,taxable,0,https://wp.ituonline.com/wp-content/uploads/2023/04/adobe-rush.jpg,Duration,2 Hours 38 Minutes,Videos,16 Course Videos,Question,41 Test Questions
